,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,param_max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
53,1.497697639465332,0.31744893607233693,0.0033994674682617187,0.0010202677385859776,0.01,"(100,)",1500,"{'alpha': 0.01, 'hidden_layer_sizes': (100,), 'max_iter': 1500}",0.5585738539898133,0.5619694397283531,0.5500848896434635,0.5466893039049237,0.5398981324278438,0.5514431239388794,0.007992259623728232,43
54,1.303097677230835,0.32016822529114786,0.0028114795684814455,0.00040213216937389537,0.1,"(50,)",500,"{'alpha': 0.1, 'hidden_layer_sizes': (50,), 'max_iter': 500}",0.5415959252971138,0.5619694397283531,0.5874363327674024,0.5178268251273345,0.5076400679117148,0.5432937181663837,0.02905161240911026,64
55,1.3200459480285645,0.3422260680385674,0.0032128810882568358,0.00039714408049304153,0.1,"(50,)",1000,"{'alpha': 0.1, 'hidden_layer_sizes': (50,), 'max_iter': 1000}",0.5415959252971138,0.5619694397283531,0.5874363327674024,0.5178268251273345,0.5076400679117148,0.5432937181663837,0.02905161240911026,64
56,1.369251585006714,0.3505620478227361,0.002760028839111328,0.0003980480427733356,0.1,"(50,)",1500,"{'alpha': 0.1, 'hidden_layer_sizes': (50,), 'max_iter': 1500}",0.5415959252971138,0.5619694397283531,0.5874363327674024,0.5178268251273345,0.5076400679117148,0.5432937181663837,0.02905161240911026,64
57,3.538045120239258,0.6337411567508141,0.0048296451568603516,0.0012235063444801602,0.1,"(100, 50)",500,"{'alpha': 0.1, 'hidden_layer_sizes': (100, 50), 'max_iter': 500}",0.5551782682512734,0.5568760611205433,0.5823429541595926,0.5568760611205433,0.533106960950764,0.5568760611205433,0.01559753355226602,13
58,4.402765274047852,0.31737008430650676,0.010434436798095702,0.0125769768307906,0.1,"(100, 50)",1000,"{'alpha': 0.1, 'hidden_layer_sizes': (100, 50), 'max_iter': 1000}",0.5551782682512734,0.5568760611205433,0.5823429541595926,0.5568760611205433,0.533106960950764,0.5568760611205433,0.01559753355226602,13
59,4.293995332717896,0.7114940269425682,0.006574678421020508,0.004086788592551967,0.1,"(100, 50)",1500,"{'alpha': 0.1, 'hidden_layer_sizes': (100, 50), 'max_iter': 1500}",0.5551782682512734,0.5568760611205433,0.5823429541595926,0.5568760611205433,0.533106960950764,0.5568760611205433,0.01559753355226602,13
60,8.621983098983765,1.5157686268526849,0.009692764282226563,0.004703213752883526,0.1,"(100, 100, 100)",500,"{'alpha': 0.1, 'hidden_layer_sizes': (100, 100, 100), 'max_iter': 500}",0.5382003395585738,0.5772495755517827,0.5857385398981324,0.5517826825127334,0.5144312393887945,0.5534804753820034,0.02594902977866595,31
61,7.40808744430542,1.5220901247522731,0.005930662155151367,0.001438856855738343,0.1,"(100, 100, 100)",1000,"{'alpha': 0.1, 'hidden_layer_sizes': (100, 100, 100), 'max_iter': 1000}",0.5382003395585738,0.5772495755517827,0.5857385398981324,0.5517826825127334,0.5144312393887945,0.5534804753820034,0.02594902977866595,31
62,6.807533502578735,1.350781743298469,0.004845666885375977,0.0005155375694574035,0.1,"(100, 100, 100)",1500,"{'alpha': 0.1, 'hidden_layer_sizes': (100, 100, 100), 'max_iter': 1500}",0.5382003395585738,0.5772495755517827,0.5857385398981324,0.5517826825127334,0.5144312393887945,0.5534804753820034,0.02594902977866595,31
63,3.064003086090088,0.9292406724978172,0.003926515579223633,0.0002097958322605742,0.1,"(50, 50, 50)",500,"{'alpha': 0.1, 'hidden_layer_sizes': (50, 50, 50), 'max_iter': 500}",0.5415959252971138,0.5483870967741935,0.5925297113752123,0.5398981324278438,0.5314091680814941,0.5507640067911714,0.021571993445526114,46
64,2.9925307273864745,0.8798920391176246,0.0038625240325927735,0.0006906243058141389,0.1,"(50, 50, 50)",1000,"{'alpha': 0.1, 'hidden_layer_sizes': (50, 50, 50), 'max_iter': 1000}",0.5415959252971138,0.5483870967741935,0.5925297113752123,0.5398981324278438,0.5314091680814941,0.5507640067911714,0.021571993445526114,46
65,3.1994420528411864,0.9943584616009878,0.004464054107666015,0.0009547693712834962,0.1,"(50, 50, 50)",1500,"{'alpha': 0.1, 'hidden_layer_sizes': (50, 50, 50), 'max_iter': 1500}",0.5415959252971138,0.5483870967741935,0.5925297113752123,0.5398981324278438,0.5314091680814941,0.5507640067911714,0.021571993445526114,46
66,6.110723161697388,1.0505985883979652,0.006066656112670899,0.0018855117592641896,0.1,"(50, 100, 50)",500,"{'alpha': 0.1, 'hidden_layer_sizes': (50, 100, 50), 'max_iter': 500}",0.5534804753820034,0.5365025466893039,0.568760611205433,0.5466893039049237,0.5127334465195246,0.5436332767402376,0.01867263441068597,61
67,5.307690382003784,0.886396286560393,0.007843494415283203,0.0009744320691597979,0.1,"(50, 100, 50)",1000,"{'alpha': 0.1, 'hidden_layer_sizes': (50, 100, 50), 'max_iter': 1000}",0.5534804753820034,0.5365025466893039,0.568760611205433,0.5466893039049237,0.5127334465195246,0.5436332767402376,0.01867263441068597,61
68,4.874352073669433,0.8668167009662823,0.008880281448364257,0.011621824376201514,0.1,"(50, 100, 50)",1500,"{'alpha': 0.1, 'hidden_layer_sizes': (50, 100, 50), 'max_iter': 1500}",0.5534804753820034,0.5365025466893039,0.568760611205433,0.5466893039049237,0.5127334465195246,0.5436332767402376,0.01867263441068597,61
69,1.44559588432312,0.285966391001657,0.002801990509033203,0.002538530427125526,0.1,"(100,)",500,"{'alpha': 0.1, 'hidden_layer_sizes': (100,), 'max_iter': 500}",0.5636672325976231,0.5721561969439728,0.5517826825127334,0.5449915110356537,0.5449915110356537,0.5555178268251273,0.010759239061293596,22
70,1.4065426349639893,0.2589525754019764,0.00334315299987793,0.0030627362786933704,0.1,"(100,)",1000,"{'alpha': 0.1, 'hidden_layer_sizes': (100,), 'max_iter': 1000}",0.5636672325976231,0.5721561969439728,0.5517826825127334,0.5449915110356537,0.5449915110356537,0.5555178268251273,0.010759239061293596,22
71,1.4250434398651124,0.24730288225345956,0.002431297302246094,0.002975082604575416,0.1,"(100,)",1500,"{'alpha': 0.1, 'hidden_layer_sizes': (100,), 'max_iter': 1500}",0.5636672325976231,0.5721561969439728,0.5517826825127334,0.5449915110356537,0.5449915110356537,0.5555178268251273,0.010759239061293596,22
72,1.250752067565918,0.1436111222299373,0.0032473087310791017,0.0032110035521641855,1,"(50,)",500,"{'alpha': 1, 'hidden_layer_sizes': (50,), 'max_iter': 500}",0.5568760611205433,0.5704584040747029,0.5704584040747029,0.5246179966044142,0.5263157894736842,0.5497453310696094,0.020441313335541517,52
73,1.2122967720031739,0.12232087605759501,0.00567479133605957,0.0032919093226158745,1,"(50,)",1000,"{'alpha': 1, 'hidden_layer_sizes': (50,), 'max_iter': 1000}",0.5568760611205433,0.5704584040747029,0.5704584040747029,0.5246179966044142,0.5263157894736842,0.5497453310696094,0.020441313335541517,52
74,1.2424728870391846,0.10690714718082255,0.0031377792358398436,0.0022723814402827586,1,"(50,)",1500,"{'alpha': 1, 'hidden_layer_sizes': (50,), 'max_iter': 1500}",0.5568760611205433,0.5704584040747029,0.5704584040747029,0.5246179966044142,0.5263157894736842,0.5497453310696094,0.020441313335541517,52
75,2.6049411296844482,0.4018939922816151,0.007044363021850586,0.0038335725907454473,1,"(100, 50)",500,"{'alpha': 1, 'hidden_layer_sizes': (100, 50), 'max_iter': 500}",0.5517826825127334,0.5704584040747029,0.5755517826825127,0.5415959252971138,0.534804753820034,0.5548387096774194,0.015868687871711945,28
76,3.0406790256500242,0.5894084306589233,0.004069805145263672,0.0025009825616691727,1,"(100, 50)",1000,"{'alpha': 1, 'hidden_layer_sizes': (100, 50), 'max_iter': 1000}",0.5517826825127334,0.5704584040747029,0.5755517826825127,0.5415959252971138,0.534804753820034,0.5548387096774194,0.015868687871711945,28
77,3.0874876499176027,0.7612198899004162,0.0034480571746826174,0.0030089608001413,1,"(100, 50)",1500,"{'alpha': 1, 'hidden_layer_sizes': (100, 50), 'max_iter': 1500}",0.5517826825127334,0.5704584040747029,0.5755517826825127,0.5415959252971138,0.534804753820034,0.5548387096774194,0.015868687871711945,28
78,7.5993406772613525,1.4265041895850183,0.008098745346069336,0.005766472272548144,1,"(100, 100, 100)",500,"{'alpha': 1, 'hidden_layer_sizes': (100, 100, 100), 'max_iter': 500}",0.5772495755517827,0.5568760611205433,0.5840407470288624,0.5483870967741935,0.5263157894736842,0.5585738539898133,0.0207102895510722,7
79,9.400180387496949,2.1086259998324195,0.005077886581420899,0.0022949000234923694,1,"(100, 100, 100)",1000,"{'alpha': 1, 'hidden_layer_sizes': (100, 100, 100), 'max_iter': 1000}",0.5772495755517827,0.5568760611205433,0.5840407470288624,0.5483870967741935,0.5263157894736842,0.5585738539898133,0.0207102895510722,7
80,8.037729120254516,1.7563300006341707,0.008839559555053712,0.005615934387110227,1,"(100, 100, 100)",1500,"{'alpha': 1, 'hidden_layer_sizes': (100, 100, 100), 'max_iter': 1500}",0.5772495755517827,0.5568760611205433,0.5840407470288624,0.5483870967741935,0.5263157894736842,0.5585738539898133,0.0207102895510722,7
81,3.737848329544067,1.2120334784508604,0.003850078582763672,0.001720635455593599,1,"(50, 50, 50)",500,"{'alpha': 1, 'hidden_layer_sizes': (50, 50, 50), 'max_iter': 500}",0.5534804753820034,0.568760611205433,0.5823429541595926,0.5449915110356537,0.5415959252971138,0.5582342954159593,0.015276362484484895,10
82,3.9213601112365724,1.1670050998920334,0.002566099166870117,0.001271369669616952,1,"(50, 50, 50)",1000,"{'alpha': 1, 'hidden_layer_sizes': (50, 50, 50), 'max_iter': 1000}",0.5534804753820034,0.568760611205433,0.5823429541595926,0.5449915110356537,0.5415959252971138,0.5582342954159593,0.015276362484484895,10
83,3.716708469390869,1.112365341159174,0.0017464637756347656,0.0018699538799836202,1,"(50, 50, 50)",1500,"{'alpha': 1, 'hidden_layer_sizes': (50, 50, 50), 'max_iter': 1500}",0.5534804753820034,0.568760611205433,0.5823429541595926,0.5449915110356537,0.5415959252971138,0.5582342954159593,0.015276362484484895,10
84,3.8811630249023437,0.5787373482867924,0.0026045799255371093,0.003456959747680218,1,"(50, 100, 50)",500,"{'alpha': 1, 'hidden_layer_sizes': (50, 100, 50), 'max_iter': 500}",0.5551782682512734,0.5857385398981324,0.5755517826825127,0.5517826825127334,0.5415959252971138,0.5619694397283531,0.016213699675807557,4
85,3.817773771286011,0.5939558759989144,0.004356908798217774,0.002864195536466406,1,"(50, 100, 50)",1000,"{'alpha': 1, 'hidden_layer_sizes': (50, 100, 50), 'max_iter': 1000}",0.5551782682512734,0.5857385398981324,0.5755517826825127,0.5517826825127334,0.5415959252971138,0.5619694397283531,0.016213699675807557,4
86,3.817024803161621,0.5577933325395422,0.0035707950592041016,0.0012971564591166332,1,"(50, 100, 50)",1500,"{'alpha': 1, 'hidden_layer_sizes': (50, 100, 50), 'max_iter': 1500}",0.5551782682512734,0.5857385398981324,0.5755517826825127,0.5517826825127334,0.5415959252971138,0.5619694397283531,0.016213699675807557,4
87,1.299492645263672,0.28058490241162515,0.0016334056854248047,0.0015157681104284676,1,"(100,)",500,"{'alpha': 1, 'hidden_layer_sizes': (100,), 'max_iter': 500}",0.5772495755517827,0.5568760611205433,0.5483870967741935,0.533106960950764,0.5365025466893039,0.5504244482173174,0.015868687871711955,49
88,1.2863038539886475,0.2061553577617999,0.0008372306823730469,0.0007810557805497127,1,"(100,)",1000,"{'alpha': 1, 'hidden_layer_sizes': (100,), 'max_iter': 1000}",0.5772495755517827,0.5568760611205433,0.5483870967741935,0.533106960950764,0.5365025466893039,0.5504244482173174,0.015868687871711955,49
89,1.261199378967285,0.23407298615456767,0.0028664588928222655,0.0009810759275303063,1,"(100,)",1500,"{'alpha': 1, 'hidden_layer_sizes': (100,), 'max_iter': 1500}",0.5772495755517827,0.5568760611205433,0.5483870967741935,0.533106960950764,0.5365025466893039,0.5504244482173174,0.015868687871711955,49
90,2.4717052459716795,0.34034545019300805,0.005133342742919922,0.0032804528913734973,10,"(50,)",500,"{'alpha': 10, 'hidden_layer_sizes': (50,), 'max_iter': 500}",0.5178268251273345,0.5432937181663837,0.5432937181663837,0.5161290322580645,0.5263157894736842,0.5293718166383702,0.011879698257749352,88
91,2.3720078468322754,0.35216382882060854,0.0024582862854003905,0.0011618792554345396,10,"(50,)",1000,"{'alpha': 10, 'hidden_layer_sizes': (50,), 'max_iter': 1000}",0.5178268251273345,0.5432937181663837,0.5432937181663837,0.5161290322580645,0.5263157894736842,0.5293718166383702,0.011879698257749352,88
92,2.258746385574341,0.3055810254170871,0.005544614791870117,0.0025728219380343653,10,"(50,)",1500,"{'alpha': 10, 'hidden_layer_sizes': (50,), 'max_iter': 1500}",0.5178268251273345,0.5432937181663837,0.5432937181663837,0.5161290322580645,0.5263157894736842,0.5293718166383702,0.011879698257749352,88
93,6.021132707595825,0.4037115315401584,0.005199861526489258,0.0012599811692561257,10,"(100, 50)",500,"{'alpha': 10, 'hidden_layer_sizes': (100, 50), 'max_iter': 500}",0.5314091680814941,0.5178268251273345,0.533106960950764,0.5161290322580645,0.5076400679117148,0.5212224108658743,0.00966400643175397,106
94,5.969583654403687,0.44310616612159726,0.0020177364349365234,0.0016908230510205178,10,"(100, 50)",1000,"{'alpha': 10, 'hidden_layer_sizes': (100, 50), 'max_iter': 1000}",0.5314091680814941,0.5178268251273345,0.533106960950764,0.5161290322580645,0.5076400679117148,0.5212224108658743,0.00966400643175397,106
95,5.974895715713501,0.3292318541419626,0.002847766876220703,0.00333114368447709,10,"(100, 50)",1500,"{'alpha': 10, 'hidden_layer_sizes': (100, 50), 'max_iter': 1500}",0.5314091680814941,0.5178268251273345,0.533106960950764,0.5161290322580645,0.5076400679117148,0.5212224108658743,0.00966400643175397,106
96,9.177978134155273,0.8208454710469318,0.006065797805786133,0.0023230622802102962,10,"(100, 100, 100)",500,"{'alpha': 10, 'hidden_layer_sizes': (100, 100, 100), 'max_iter': 500}",0.5365025466893039,0.533106960950764,0.533106960950764,0.5127334465195246,0.5314091680814941,0.5293718166383701,0.008482170456228741,91
97,10.69852352142334,0.8526803742511677,0.006028890609741211,0.0013971590342367107,10,"(100, 100, 100)",1000,"{'alpha': 10, 'hidden_layer_sizes': (100, 100, 100), 'max_iter': 1000}",0.5365025466893039,0.533106960950764,0.533106960950764,0.5127334465195246,0.5314091680814941,0.5293718166383701,0.008482170456228741,91
98,9.657626867294312,0.5341066061463418,0.004956865310668945,0.0029037853476300036,10,"(100, 100, 100)",1500,"{'alpha': 10, 'hidden_layer_sizes': (100, 100, 100), 'max_iter': 1500}",0.5365025466893039,0.533106960950764,0.533106960950764,0.5127334465195246,0.5314091680814941,0.5293718166383701,0.008482170456228741,91
99,7.067198801040649,0.5619220173078072,0.0034245014190673827,0.0010698091175883509,10,"(50, 50, 50)",500,"{'alpha': 10, 'hidden_layer_sizes': (50, 50, 50), 'max_iter': 500}",0.534804753820034,0.5178268251273345,0.5483870967741935,0.499151103565365,0.5280135823429541,0.5256366723259763,0.016551521367679373,100
100,7.6740106582641605,0.3175050550235791,0.004085254669189453,0.0012651537475455313,10,"(50, 50, 50)",1000,"{'alpha': 10, 'hidden_layer_sizes': (50, 50, 50), 'max_iter': 1000}",0.534804753820034,0.5178268251273345,0.5483870967741935,0.499151103565365,0.5280135823429541,0.5256366723259763,0.016551521367679373,100
101,7.427183437347412,0.40993179946188746,0.004133415222167969,0.0009499526289516268,10,"(50, 50, 50)",1500,"{'alpha': 10, 'hidden_layer_sizes': (50, 50, 50), 'max_iter': 1500}",0.534804753820034,0.5178268251273345,0.5483870967741935,0.499151103565365,0.5280135823429541,0.5256366723259763,0.016551521367679373,100
102,6.6959305763244625,0.22801492675345222,0.006785678863525391,0.001860076017667916,10,"(50, 100, 50)",500,"{'alpha': 10, 'hidden_layer_sizes': (50, 100, 50), 'max_iter': 500}",0.5415959252971138,0.5178268251273345,0.5483870967741935,0.5110356536502547,0.5144312393887945,0.5266553480475382,0.015276362484484864,97
103,7.700958871841431,0.8485941908634277,0.0051383495330810545,0.004110637246087785,10,"(50, 100, 50)",1000,"{'alpha': 10, 'hidden_layer_sizes': (50, 100, 50), 'max_iter': 1000}",0.5415959252971138,0.5178268251273345,0.5483870967741935,0.5110356536502547,0.5144312393887945,0.5266553480475382,0.015276362484484864,97
104,8.083338928222656,0.8428430958917205,0.003759336471557617,0.0037647437621232925,10,"(50, 100, 50)",1500,"{'alpha': 10, 'hidden_layer_sizes': (50, 100, 50), 'max_iter': 1500}",0.5415959252971138,0.5178268251273345,0.5483870967741935,0.5110356536502547,0.5144312393887945,0.5266553480475382,0.015276362484484864,97
105,3.1506893157958986,0.15114168956535723,0.0018153667449951171,0.0018304326160547173,10,"(100,)",500,"{'alpha': 10, 'hidden_layer_sizes': (100,), 'max_iter': 500}",0.5517826825127334,0.5297113752122241,0.5483870967741935,0.5280135823429541,0.5246179966044142,0.5365025466893039,0.011261883838218675,79
106,3.052071046829224,0.49581574046907473,0.0045493125915527345,0.006946982841309546,10,"(100,)",1000,"{'alpha': 10, 'hidden_layer_sizes': (100,), 'max_iter': 1000}",0.5517826825127334,0.5297113752122241,0.5483870967741935,0.5280135823429541,0.5246179966044142,0.5365025466893039,0.011261883838218675,79
107,2.8348225593566894,0.32237139851629354,0.005847406387329101,0.001229627408746971,10,"(100,)",1500,"{'alpha': 10, 'hidden_layer_sizes': (100,), 'max_iter': 1500}",0.5517826825127334,0.5297113752122241,0.5483870967741935,0.5280135823429541,0.5246179966044142,0.5365025466893039,0.011261883838218675,79
